Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L
Junk Bay,JM3,2016-02-20,1,Surface Water,1.8,0.06,3.7,97,8,110,130,0.16,0.02,0.02,7.9,0.4,30.9,3.4,0.88,1.1,15.3,0.24,0.58,0.76,0.04,0.4,0,0.9
Junk Bay,JM3,2016-03-04,1,Surface Water,1.8,0.09,15,115,9.2,7,19,0.04,0,0.01,7.7,5.1,31.1,3,0.95,3,17.1,0.13,0.65,0.69,0.06,2.6,0,1.9
Junk Bay,JM3,2016-04-11,1,Surface Water,1.9,0.13,2.5,92,7,91,340,0.09,0.01,0.01,7.9,2.3,31.9,2,0.82,2.4,19.6,0.23,0.48,0.58,0.05,0.8,0,1
Junk Bay,JM3,2016-05-04,1,Surface Water,1.4,0.13,0.4,64,4.6,170,640,0.05,0.01,0.01,7.6,0.2,31.5,3,0.66,1.2,23.2,0.19,0.36,0.42,0.03,0.8,0,0.5
Junk Bay,JM3,2016-06-01,1,Surface Water,2,0.07,13,88,5.8,120,260,0.09,0.01,0,7.9,7.5,30.6,2.5,0.12,3,27.8,0.17,0.33,0.43,0.05,1,0,1.2
Junk Bay,JM3,2016-07-04,1,Surface Water,2.7,0.02,0.2,89,5.9,10,25,0.13,0.02,0,8.1,22,28.7,2,0.15,3.8,27.6,0.16,0.43,0.58,0.09,4.4,0,2.2
Junk Bay,JM3,2016-08-11,1,Surface Water,0.5,0.08,3.1,76,5.2,210,1100,0.11,0.04,0.02,7.8,0.9,32.2,2.5,1.1,8,25,0.23,0.7,0.85,0.04,2.9,0,1.7
Junk Bay,JM3,2016-09-15,1,Surface Water,1.7,0.04,8.5,102,6.7,33,49,0.04,0.01,0,8.3,2.6,31.6,3,0.31,20,28.2,0.09,0.36,0.41,0.03,3,0,4.8
Junk Bay,JM3,2016-10-12,1,Surface Water,0.4,0.02,3.7,93,6.1,6,22,0.02,0.01,0,7.9,0.6,32.5,3,0.3,2.1,27.5,0.04,0.26,0.29,0.02,4,0,0.7
Junk Bay,JM3,2016-11-11,1,Surface Water,0.2,0.01,1.1,74,5.1,90,170,0.03,0.08,0.01,7.7,0.6,31.4,2.8,0.67,3.4,25.2,0.12,0.44,0.55,0.03,8.1,0,0.7
Junk Bay,JM3,2016-12-10,1,Surface Water,0.9,0.04,4.8,95,6.9,9,31,0.15,0.03,0.02,8.2,2,30.9,2,0.99,2.1,22.2,0.22,0.6,0.78,0.03,0.9,0,0.9
Junk Bay,JM3,2017-01-09,1,Surface Water,0.6,0.06,1.8,91,6.9,21,45,0.1,0.02,0.01,8.1,1.4,30.7,3,0.34,1.9,20.2,0.17,0.4,0.52,0.03,0.9,0,1
Junk Bay,JM3,2017-02-10,1,Surface Water,0.7,0.03,1,92,7.3,50,98,0.18,0.02,0.02,7.9,0.5,31,3,1.4,8.9,17.3,0.24,0.84,1.04,0.04,1.1,0,1.5
Junk Bay,JM3,2017-03-08,1,Surface Water,0.3,0.05,1,90,7,25,48,0.06,0.01,0.01,7.8,0.6,32.2,4,0.64,0.9,17.9,0.11,0.45,0.51,0.02,2.5,0,0.5
Junk Bay,JM3,2017-04-01,1,Surface Water,0.5,0.1,0.8,81,6.2,15,57,0.1,0.01,0.02,7.9,0.2,32.3,4,0.82,0.6,19.3,0.2,0.54,0.65,0.08,2.2,0,0.6
Junk Bay,JM3,2017-05-17,1,Surface Water,0.5,0.09,2.1,81,5.5,32,110,0.12,0.02,0,8.2,1.9,31.8,4,0.52,1.4,25.7,0.23,0.52,0.66,0.03,0.6,0.01,0.8
Junk Bay,JM3,2017-06-08,1,Surface Water,3,0.02,20,164,10.8,9,100,0.1,0.02,0,8.2,3.5,30.8,2,0.05,3.3,28.3,0.13,0.32,0.44,0.03,0.8,0,2.3
Junk Bay,JM3,2017-07-05,1,Surface Water,2,0.07,11,87,5.9,36,220,0.24,0.03,0.01,7.9,2.5,28.4,3.6,0.3,2.5,26.6,0.34,0.73,1,0.02,2.8,0,1.6
Junk Bay,JM3,2017-08-03,1,Surface Water,1.9,0.07,19,88,5.9,710,1400,0.28,0.03,0.01,8,5.9,26.9,2.6,1.2,9.7,28,0.38,0.32,0.63,0.07,1.1,0,3
Junk Bay,JM3,2017-09-11,1,Surface Water,0.2,0.07,0.7,71,4.7,60,110,0.17,0.05,0.03,7.8,0.7,31.8,3,1.7,2.6,27.1,0.28,1,1.22,0.06,1.9,0,0.9
Junk Bay,JM3,2017-10-12,1,Surface Water,1.5,0.01,0.9,86,5.5,46,200,0.05,0.02,0.02,7.7,0.6,31.9,2.4,1.1,3.6,29.6,0.08,0.29,0.36,0.02,2.1,0,0.8
Junk Bay,JM3,2017-11-03,1,Surface Water,0.6,0.03,3.8,98,6.7,61,120,0.03,0.01,0.01,8,2.6,32.8,2.5,0.2,5.2,25.6,0.07,0.65,0.69,0.03,3,0,1.3
Junk Bay,JM3,2017-12-14,1,Surface Water,0.6,0.01,0.8,87,6.5,1,5,0.11,0.02,0.02,8,0.7,33,2,1.3,9.6,20.3,0.14,0.09,0.22,0.03,7.3,0,1.2
Junk Bay,JM3,2018-01-12,1,Surface Water,0.1,0.03,0.9,85,6.9,2,11,0.18,0.02,0.02,8.1,0.4,32.2,3.5,1.4,7.3,16.5,0.22,0.58,0.78,0.03,8.4,0,1.3
Junk Bay,JM3,2018-02-07,1,Surface Water,0.4,0.04,3.5,95,7.8,1,11,0.06,0.01,0.01,7.7,1.3,32.6,4,0.48,1.8,15,0.11,0.43,0.5,0.02,2.3,0,0.8
Junk Bay,JM3,2018-03-14,1,Surface Water,0.5,0.07,2,105,8.2,19,47,0.1,0.02,0.02,8.2,1.5,32.2,4,0.65,3.4,17.9,0.19,0.54,0.66,0.03,8.1,0,0.7
Junk Bay,JM3,2018-04-16,1,Surface Water,0.6,0.06,2.2,80,5.7,170,720,0.02,0,0.01,8,0.9,33.7,3,0.23,2.7,22.2,0.09,0.56,0.58,0.02,3.6,0,0.8
Junk Bay,JM3,2018-05-07,1,Surface Water,1.1,0.02,12,104,7.1,40,170,0,0,0.01,8.2,2.2,33.5,3,0.05,3.2,24.9,0.02,0.72,0.72,0.02,1.7,0,1.1
Junk Bay,JM3,2018-06-07,1,Surface Water,0.5,0.11,1,73,4.9,200,3300,0.1,0.02,0.02,8,0.4,30.4,3,0.39,5,27.3,0.23,0.94,1.06,0.02,2.9,0.01,1.7
Junk Bay,JM3,2018-07-12,1,Surface Water,2.4,0.05,13,106,7.1,4,22,0.07,0.02,0.01,8.2,2.3,30.8,2.5,0.14,3.4,27,0.13,0.45,0.54,0.02,1.9,0,1.6
Junk Bay,JM3,2018-08-09,1,Surface Water,2.3,0.05,21,124,8.1,3,19,0.04,0.02,0,8.3,3.9,29.7,3,0.05,9.6,28.7,0.11,0.9,0.96,0.02,0.9,0.01,3.2
Junk Bay,JM3,2018-09-07,1,Surface Water,2.4,0.03,18,113,7.6,64,330,0.13,0.03,0.01,8.4,8.3,30.3,3,0.46,3.9,27.1,0.19,0.5,0.66,0.04,0.9,0,2.3
Junk Bay,JM3,2018-10-18,1,Surface Water,0.3,0.03,0.3,71,4.8,100,620,0.04,0.02,0.01,7.9,1.1,32.3,3,0.72,8,25.3,0.09,0.44,0.5,0.02,1.7,0,1.3
Junk Bay,JM3,2018-11-23,1,Surface Water,0.4,0.02,0.8,80,5.6,46,83,0.05,0.05,0.02,7.8,0.4,32.8,2,0.77,4.1,23.6,0.13,0.51,0.62,0.03,2,0,0.8
Junk Bay,JM3,2018-12-01,1,Surface Water,0.1,0.09,1.8,84,6,37,110,0.02,0.04,0,7.8,0.6,32.7,3,0.75,3.1,22.9,0.15,0.24,0.3,0.02,1.6,0,0.8
Junk Bay,JM3,2019-01-16,1,Surface Water,0.4,0.02,0.5,92,7.1,29,73,0.16,0.01,0.02,8,0.9,32,5.2,1.4,1.4,18.5,0.19,0.15,0.32,0.04,1.3,0,0.5
Junk Bay,JM3,2019-02-16,1,Surface Water,1.7,0.02,6.8,71,5.3,20,25,0.03,0,0,8.1,0.6,32.6,3.2,0.56,7,19.8,0.05,0.27,0.3,0.02,0.7,0,2.6
Junk Bay,JM3,2019-03-22,1,Surface Water,0.5,0.12,1.8,58,4.2,80,150,0.06,0.01,0.02,7.8,1.2,33.1,2.5,0.4,7,21.9,0.19,0.45,0.52,0.03,0.6,0,1.6
Junk Bay,JM3,2019-04-13,1,Surface Water,0.2,0.02,1,99,7,2,20,0.06,0,0.01,8.2,0.5,32.8,5.4,0.15,11,23.3,0.08,0.16,0.22,0.02,0.1,0,3.5
Junk Bay,JM3,2019-05-16,1,Surface Water,0.6,0.05,1,81,5.5,15,30,0.08,0.01,0.01,7.8,1.3,33,3.4,0.37,8,25.4,0.14,0.3,0.39,0.02,0.7,0,1.6
Junk Bay,JM3,2019-06-05,1,Surface Water,0.3,0.07,0.8,78,5.3,64,150,0.12,0.05,0.01,7.6,0.2,31,2.5,1.1,8.7,26.7,0.24,0.25,0.42,0.04,1.6,0,2.4
Junk Bay,JM3,2019-07-10,1,Surface Water,1.3,0.05,4.9,89,5.8,90,240,0.24,0.04,0.01,8.7,2.6,23.2,3.1,2,1.9,30.7,0.32,0.2,0.48,0.03,18.8,0.01,0.9
Junk Bay,JM3,2019-08-07,1,Surface Water,0.9,0.05,3.1,88,5.8,87,130,0.07,0.02,0,8,1.2,30.7,2.4,1,2.4,28,0.14,0.31,0.4,0.03,12.6,0,0.9
Junk Bay,JM3,2019-09-13,1,Surface Water,0.9,0.02,6.8,113,7.2,7,34,0.02,0.01,0,8.3,3.2,31.4,3,0.05,2.1,29.6,0.05,1.2,1.23,0.03,0.8,0,1.1
Junk Bay,JM3,2019-10-09,1,Surface Water,0.4,0.02,6.7,110,7.1,8,32,0.03,0.02,0.01,7.9,0.6,32.7,3.2,0.32,12,28.8,0.06,0.62,0.66,0.02,6.1,0,2.6
Junk Bay,JM3,2019-11-18,1,Surface Water,0.8,0.07,3,85,5.8,81,160,0.05,0.01,0.01,7.9,2.4,33.2,4,0.43,8.4,25,0.13,1,1.06,0.06,2.5,0,1.8
Junk Bay,JM3,2019-12-07,1,Surface Water,0.1,0.04,0.7,90,6.7,8,17,0,0.01,0.01,8.2,2.1,33.6,2.2,0.72,12,20.5,0.05,0.07,0.08,0.08,3.6,0,1.7
Junk Bay,JM3,2020-01-06,1,Surface Water,0.2,0.044,1,85,6.4,4,15,0.12,0.011,0.017,8.1,0.8,32.4,2.4,0.87,3.4,19.7,0.18,0.52,0.65,0.06,2,0.002,0.8
Junk Bay,JM3,2020-03-12,1,Surface Water,0.7,0.08,3.3,80,6,390,510,0.039,0.008,0.014,8.3,1.4,32.9,2.4,0.64,3,19.4,0.13,0.29,0.34,0.04,1.5,0.004,0.9
Junk Bay,JM3,2020-05-14,1,Surface Water,1.8,0.03,7.4,86,5.9,2,5,0.025,0.003,0.005,8,2.8,32.1,3,0.06,10,25.4,0.06,0.23,0.26,0.02,0.8,0.001,2.7
Junk Bay,JM3,2020-06-12,1,Surface Water,1.6,0.11,5.7,93,6.2,7,120,0.19,0.053,0.006,7.9,2.9,29.8,2,1.7,1.8,27.5,0.35,0.59,0.83,0.03,3.2,0.005,1.3
Junk Bay,JM3,2020-07-11,1,Surface Water,2.5,0.086,19,98,6.7,12,76,0.058,0.02,0.005,8.2,4.8,30.6,2.6,0.37,17,25.9,0.16,0.36,0.44,0.06,2.2,0.006,4
Junk Bay,JM3,2020-09-12,1,Surface Water,1.1,0.071,2.8,104,6.8,1,42,0.085,0.016,0.015,7.7,0.7,30.9,2.5,1.1,2.4,28.7,0.17,0.32,0.42,0.02,1.8,0.002,1
Junk Bay,JM3,2020-10-10,1,Surface Water,0.5,0.02,1.3,90,5.9,17,120,0.014,0.004,0.007,8,1.2,32.7,2,0.62,21,27.9,0.04,0.08,0.1,0.09,4.4,0.001,5.2
Junk Bay,JM3,2020-11-07,1,Surface Water,0.9,0.024,6.1,80,5.6,9,16,0.088,0.018,0.013,7.8,1.1,33,2.9,0.65,2.4,24.2,0.13,0.48,0.59,0.05,3.4,0.001,0.9
Junk Bay,JM4,2015-01-02,1,Surface Water,0.9,0.03,3.8,103,8.1,2,5,0.05,0.01,0.01,7.9,1.1,32,3.5,0.35,0.5,17.6,0.09,0.29,0.35,0.02,4.3,0,0.5
Junk Bay,JM4,2015-02-02,1,Surface Water,0.6,0.03,2.4,97,7.8,36,51,0.11,0.01,0.01,7.8,0.2,31.9,4.5,0.63,0.9,16.8,0.15,0.23,0.35,0.02,1.2,0,0.5
Junk Bay,JM4,2015-03-02,1,Surface Water,0.5,0.03,3.8,67,5.3,79,110,0.05,0.01,0.01,7.8,0.2,32.7,4.5,0.31,1.2,18,0.08,0.23,0.28,0.02,0.9,0,0.5
Junk Bay,JM4,2015-04-09,1,Surface Water,0.6,0.04,1.4,97,7,11,17,0.02,0,0.01,7.8,0.2,33.4,4.5,0.22,1.8,21.7,0.07,0.24,0.27,0.02,1.1,0,0.5
Junk Bay,JM4,2015-05-06,1,Surface Water,0.9,0.08,1.9,94,6.5,32,410,0.11,0.01,0.01,8.2,0.2,32,4,0.12,0.5,25.1,0.2,0.35,0.47,0.02,2.4,0.01,0.5
Junk Bay,JM4,2015-06-17,1,Surface Water,1.4,0.06,7.7,64,4.5,100,340,0.15,0.03,0.01,7.9,0.8,33,2.5,0.8,14,24,0.24,0.34,0.52,0.03,3.4,0,3.2
Junk Bay,JM4,2015-07-10,1,Surface Water,0.8,0.05,2.6,96,6.5,17,96,0.02,0.01,0.01,8.2,2.5,32.9,3.5,0.18,11,25.7,0.07,0.25,0.28,0.02,2.8,0,2.8
Junk Bay,JM4,2015-08-05,1,Surface Water,2.6,0.09,21,105,7.1,88,110,0.05,0.01,0.01,7.9,8.4,31.8,3,0.44,3.3,25.7,0.15,0.52,0.58,0.04,3.4,0,2.1
Junk Bay,JM4,2015-09-21,1,Surface Water,0.4,0.2,1.2,69,4.5,80,230,0.12,0.02,0.03,8,1,32.1,2,1.5,16,28.1,0.34,1.6,1.74,0.1,2.1,0.01,1.2
Junk Bay,JM4,2015-10-15,1,Surface Water,0.2,0.01,1.3,79,5.2,7,27,0.07,0.1,0.03,7.9,0.2,32.6,2.7,1.5,2.3,27.3,0.18,0.29,0.46,0.05,4.2,0,0.6
Junk Bay,JM4,2015-11-27,1,Surface Water,0.4,0.03,2.1,88,6.1,27,61,0.05,0.03,0.02,7.8,0.4,33,3,0.75,1.5,24.3,0.12,0.18,0.27,0.12,4,0,0.5
Junk Bay,JM4,2015-12-12,1,Surface Water,0.4,0.05,1.1,86,6.2,44,81,0.05,0.05,0.02,8.1,0.2,33.2,2.3,0.75,2.6,22.1,0.14,0.25,0.35,0.03,1.9,0,0.5
Junk Bay,JM4,2016-01-04,1,Surface Water,0.5,0.03,1.2,86,6.6,23,39,0.14,0.02,0.02,7.6,0.4,31.8,5,0.95,0.5,19.4,0.19,0.52,0.68,0.03,2.3,0,0.5
Junk Bay,JM4,2016-02-20,1,Surface Water,1.8,0.06,4.6,99,8.2,90,120,0.17,0.02,0.02,8,0.5,30.9,3.5,0.9,0.9,15.3,0.25,0.93,1.12,0.04,0.4,0,0.8
Junk Bay,JM4,2016-03-04,1,Surface Water,1.1,0.06,2.1,121,9.7,3,11,0.05,0,0.01,7.7,0.3,31.1,3.5,0.94,0.9,17,0.11,0.37,0.42,0.02,2.7,0,0.8
Junk Bay,JM4,2016-04-11,1,Surface Water,1.9,0.16,2,91,6.9,350,510,0.09,0.01,0.02,7.9,3.6,32,3,0.82,2.7,19.5,0.26,0.6,0.7,0.07,1,0,1.3
Junk Bay,JM4,2016-05-04,1,Surface Water,0.7,0.09,0.3,70,5,280,460,0.04,0.01,0.01,8,0.2,32,3,0.64,2.4,22.6,0.15,0.23,0.28,0.02,1.6,0,0.7
Junk Bay,JM4,2016-06-01,1,Surface Water,1.4,0.07,4.8,85,5.7,310,820,0.15,0.02,0.01,7.8,3.4,30.5,2.5,0.58,1.1,27.1,0.24,0.21,0.38,0.03,1,0,0.5
Junk Bay,JM4,2016-07-04,1,Surface Water,1,0.03,13,84,5.9,100,290,0.28,0.02,0.01,7.9,3.9,28.1,3,1.4,4.8,25.8,0.33,0.41,0.71,0.1,2.9,0,1.9
Junk Bay,JM4,2016-08-11,1,Surface Water,0.8,0.12,5.4,73,5,80,1100,0.15,0.04,0.03,7.9,1.6,32,3,1.1,9.3,24.9,0.31,0.37,0.56,0.06,3,0,2
Junk Bay,JM4,2016-09-15,1,Surface Water,1.4,0.06,10,82,5.4,150,280,0.1,0.02,0.01,8.1,4.2,31.6,3,0.89,17,27.5,0.18,0.68,0.8,0.04,4.3,0,4.6
Junk Bay,JM4,2016-10-12,1,Surface Water,0.5,0.03,3.3,91,6,210,550,0.03,0.02,0.01,8,0.6,32.4,2.3,0.36,2.1,27.7,0.07,0.17,0.22,0.02,6.4,0,0.7
Junk Bay,JM4,2016-11-11,1,Surface Water,0.2,0.01,1.3,78,5.4,300,630,0.05,0.08,0.01,7.7,1,31.4,2.6,0.69,4.1,25.3,0.15,0.43,0.56,0.05,8.8,0,0.6
Junk Bay,JM4,2016-12-10,1,Surface Water,0.7,0.04,3.1,93,6.8,46,83,0.15,0.04,0.02,8.2,0.7,30.9,3,1.1,1.8,22.4,0.23,0.63,0.82,0.03,1.1,0,0.5
Junk Bay,JM4,2017-01-09,1,Surface Water,0.5,0.08,2.1,91,6.8,30,83,0.11,0.02,0.02,8.1,1,30.6,3,0.31,1.6,20.4,0.21,0.41,0.54,0.04,0.7,0,0.8
Junk Bay,JM4,2017-02-10,1,Surface Water,0.5,0.03,0.9,86,7,63,98,0.18,0.02,0.02,8,0.7,31.1,4,1.4,8.2,16.8,0.23,0.46,0.66,0.04,6.1,0,1.2
Junk Bay,JM4,2017-03-08,1,Surface Water,0.4,0.05,0.7,92,7.2,8,13,0.04,0.01,0.01,7.8,0.5,32.3,6,0.58,1.7,18,0.09,0.39,0.43,0.02,2.3,0,1
Junk Bay,JM4,2017-04-01,1,Surface Water,0.8,0.05,0.8,87,6.6,2,9,0.05,0,0.01,8,0.7,32.5,4.5,0.68,0.5,19.1,0.11,0.26,0.32,0.06,2.6,0,0.5
Junk Bay,JM4,2017-05-17,1,Surface Water,0.7,0.04,1.6,93,6.3,3,14,0.07,0.01,0,8.3,1.3,32,4,0.15,1.8,26.1,0.12,0.45,0.53,0.02,2.6,0,1
Junk Bay,JM4,2017-06-08,1,Surface Water,3.5,0.02,15,147,9.7,150,1200,0.11,0.02,0,8.2,2.1,30.3,2.5,0.05,3.5,27.9,0.15,0.34,0.47,0.03,11.9,0,2.3
Junk Bay,JM4,2017-07-05,1,Surface Water,2.2,0.11,16,90,6.2,2300,5100,0.39,0.04,0.02,7.9,3.1,26.8,2.8,0.77,4.1,26.5,0.54,0.78,1.21,0.05,4,0,1.8
Junk Bay,JM4,2017-08-03,1,Surface Water,1.1,0.11,11,89,6.3,940,3200,0.31,0.03,0.03,7.9,4.7,27.7,3,1.9,8.4,27.7,0.45,0.43,0.77,0.05,2.5,0.01,2.3
Junk Bay,JM4,2017-09-11,1,Surface Water,0.2,0.11,0.6,86,5.6,9,50,0.24,0.06,0.03,7.8,0.5,30.5,3,2,1.7,28.3,0.41,1.3,1.6,0.04,2,0,0.5
Junk Bay,JM4,2017-10-12,1,Surface Water,1.6,0.04,1.2,86,5.5,46,90,0.05,0.02,0.02,7.7,0.7,31.9,2.2,1.1,4.6,29.6,0.12,0.43,0.51,0.03,2.4,0,1.1
Junk Bay,JM4,2017-11-03,1,Surface Water,0.6,0.02,3.7,85,5.8,12,34,0.03,0.01,0.01,8,3,32.7,3,0.2,4,25.3,0.05,0.95,0.98,0.02,2.4,0,1
Junk Bay,JM4,2017-12-14,1,Surface Water,0.4,0.01,1.3,81,6,24,76,0.11,0.02,0.02,8,0.2,33,2.5,1.3,6.9,20.6,0.14,0.13,0.26,0.03,7.6,0,0.8
Junk Bay,JM4,2018-01-12,1,Surface Water,0.1,0.02,1,81,6.5,5,7,0.18,0.02,0.02,8.1,0.2,32.2,3,1.3,5.8,16.2,0.22,0.21,0.41,0.03,8.7,0,1.2
Junk Bay,JM4,2018-02-07,1,Surface Water,0.6,0.03,1.6,89,7.3,1,2,0.06,0.01,0.01,7.7,0.7,32.6,3.5,0.5,1.5,15,0.11,0.75,0.82,0.02,4.1,0,0.6
Junk Bay,JM4,2018-03-14,1,Surface Water,0.6,0.07,1.8,89,7,35,59,0.11,0.02,0.02,8.2,2.1,32.1,4,0.7,4.2,18,0.2,0.44,0.57,0.03,6.4,0,1.1
Junk Bay,JM4,2018-04-16,1,Surface Water,0.5,0.06,2,85,6,61,150,0.02,0,0.01,8.1,0.7,33.7,3,0.23,2.8,22.6,0.08,0.42,0.44,0.02,1.7,0,0.8
Junk Bay,JM4,2018-05-07,1,Surface Water,1.1,0.02,14,97,6.6,56,100,0.02,0,0.01,8.2,2,33.3,3,0.05,3.4,25,0.05,1,1.03,0.02,1.5,0,1.2
Junk Bay,JM4,2018-06-07,1,Surface Water,0.5,0.12,1.1,74,4.9,310,1200,0.1,0.04,0.02,8,0.8,30.8,3,0.53,4.7,27.3,0.26,1.1,1.24,0.03,1.8,0.01,1.7
Junk Bay,JM4,2018-07-12,1,Surface Water,2.1,0.06,12,102,6.9,74,120,0.08,0.02,0.01,8.1,2.4,31.2,2.3,0.17,3.3,26.3,0.16,0.83,0.93,0.02,1.8,0,1.3
Junk Bay,JM4,2018-08-09,1,Surface Water,1.9,0.05,18,115,7.6,45,100,0.05,0.03,0,8.3,3.5,30,3,0.05,9.2,28.3,0.13,1.2,1.28,0.03,1.4,0.01,3.2
Junk Bay,JM4,2018-09-07,1,Surface Water,1.1,0.05,11,97,6.6,330,1000,0.19,0.05,0.01,8.1,6.5,30,2.6,1.3,7.2,26.1,0.28,0.29,0.53,0.04,2.2,0,1.7
Junk Bay,JM4,2018-10-18,1,Surface Water,0.3,0.03,0.2,75,5.1,160,410,0.04,0.03,0.02,7.9,1.6,32.4,2,0.73,11,25.7,0.09,0.25,0.31,0.02,2.3,0,1.8
Junk Bay,JM4,2018-11-23,1,Surface Water,0.5,0.02,0.7,80,5.7,22,48,0.05,0.05,0.02,7.8,0.5,32.9,2,0.76,4.2,23.5,0.12,0.27,0.37,0.02,1.8,0,1.1
Junk Bay,JM4,2018-12-01,1,Surface Water,0.1,0.07,1,78,5.6,160,320,0.04,0.06,0,7.7,0.2,32.7,3,0.97,4.4,22.9,0.17,0.26,0.36,0.04,1.9,0,1.2
Junk Bay,JM4,2019-01-16,1,Surface Water,0.4,0.01,0.3,86,6.7,1,1,0.16,0.01,0.02,8,1,32.1,5.5,1.4,1.2,18.5,0.18,0.16,0.33,0.03,0.3,0,0.5
Junk Bay,JM4,2019-02-16,1,Surface Water,1.4,0.02,6.6,103,7.8,7,38,0.03,0,0,8.1,0.2,32.6,3.7,0.54,7.9,19.8,0.05,0.27,0.3,0.02,0.6,0,2.8
Junk Bay,JM4,2019-03-22,1,Surface Water,0.5,0.09,1.8,62,4.5,12,24,0.05,0.01,0.02,7.9,1.5,33.4,2,0.36,6.6,21.8,0.14,0.66,0.71,0.02,0.6,0,1.6
Junk Bay,JM4,2019-04-13,1,Surface Water,0.4,0.02,0.5,100,7.1,1,2,0.08,0,0.01,8.3,0.2,32.8,5.5,0.16,8.6,23.5,0.1,0.18,0.26,0.02,0.2,0,3
Junk Bay,JM4,2019-05-16,1,Surface Water,0.5,0.04,1.3,82,5.6,34,67,0.07,0.01,0.01,7.8,1.2,33,3.8,0.38,8,25,0.12,0.26,0.34,0.02,1,0,1.6
Junk Bay,JM4,2019-06-05,1,Surface Water,0.2,0.08,0.6,69,4.7,130,520,0.11,0.05,0.01,7.6,0.4,31.5,2.4,1.1,9.7,26.1,0.24,0.3,0.46,0.03,2.3,0,2.2
Junk Bay,JM4,2019-07-10,1,Surface Water,1.2,0.04,5.4,77,5.1,240,640,0.23,0.05,0,8.6,1.2,24,2.5,2,2,30.1,0.32,0.11,0.39,0.03,14.3,0.01,0.8
Junk Bay,JM4,2019-08-07,1,Surface Water,1.1,0.04,2.9,107,7,20,61,0.04,0.01,0,8.2,0.2,30.1,3,0.72,2.7,28.8,0.09,0.25,0.3,0.02,10.9,0,0.9
Junk Bay,JM4,2019-09-13,1,Surface Water,0.7,0.03,8.4,116,7.4,1,15,0.02,0.01,0,8.3,4,31.5,2.8,0.08,2.5,29.7,0.06,1.2,1.23,0.02,0.7,0,1.2
Junk Bay,JM4,2019-10-09,1,Surface Water,0.2,0.02,5.2,87,5.6,8,14,0.03,0.02,0.01,8,0.2,32.6,3.2,0.46,9.5,28.9,0.08,0.65,0.7,0.02,9.2,0,2.2
Junk Bay,JM4,2019-11-18,1,Surface Water,0.9,0.08,3,70,4.8,73,150,0.05,0.01,0.01,7.9,1.7,33.1,2.8,0.44,8.2,24.9,0.14,0.91,0.97,0.05,1.9,0,1.6
Junk Bay,JM4,2019-12-07,1,Surface Water,0.6,0.04,0.7,92,6.8,10,50,0.02,0.02,0.01,8.2,1.8,33.6,2.2,0.71,14,20.6,0.07,0.07,0.11,0.08,3.4,0,1.5
Junk Bay,JM4,2020-01-06,1,Surface Water,0.6,0.042,1.2,87,6.6,6,8,0.11,0.011,0.017,8.2,0.6,32.4,3.5,0.88,2,19.7,0.16,0.26,0.38,0.04,0.9,0.002,0.6
Junk Bay,JM4,2020-02-27,1,Surface Water,0.5,0.079,1.9,86,6.6,67,110,0.048,0.008,0.016,8.2,1.2,32.8,3.2,0.77,9.5,18.9,0.14,0.73,0.79,0.06,2,0.003,1.2
Junk Bay,JM4,2020-03-12,1,Surface Water,0.8,0.046,2.5,87,6.6,200,310,0.023,0.006,0.012,8.1,2,33,2.7,0.6,3.2,19.2,0.08,0.34,0.37,0.03,1.7,0.002,1
Junk Bay,JM4,2020-04-24,1,Surface Water,0.6,0.072,0.3,100,7.2,31,78,0.002,0.004,0.014,7.7,0.2,33.3,2.4,0.4,7.3,22.1,0.08,0.5,0.51,0.02,1.7,0.001,1
Junk Bay,JM4,2020-05-14,1,Surface Water,1.7,0.036,6.2,91,6.2,1,1,0.027,0.002,0.005,7.9,2.9,31.9,3.3,0.05,10,25.7,0.07,0.41,0.44,0.02,3,0.001,3
Junk Bay,JM4,2020-06-12,1,Surface Water,1.2,0.049,3.8,94,6.5,170,270,0.16,0.059,0.01,7.9,2.3,31,1.9,1.5,2.8,25.7,0.27,0.65,0.87,0.03,3,0.002,1.2
Junk Bay,JM4,2020-07-11,1,Surface Water,2.1,0.059,18,97,6.6,1,33,0.1,0.028,0.003,8.2,2.6,30.9,2.8,0.68,12,25.6,0.19,0.94,1.07,0.04,2.6,0.005,2.8
Junk Bay,JM4,2020-08-13,1,Surface Water,1.2,0.12,5.9,86,5.8,14,42,0.18,0.042,0.006,7.9,2.3,29.2,2.6,0.28,8,27.8,0.34,0.44,0.66,0.06,1.6,0.006,1.6
Junk Bay,JM4,2020-09-12,1,Surface Water,1.2,0.12,2.4,99,6.4,55,190,0.098,0.022,0.015,8,0.2,30.6,2.4,1.2,1.8,28.8,0.24,0.84,0.96,0.03,2.7,0.006,0.8
