Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L
Eastern Buffer,ET1,23/11/2018,1,Surface Water,0.50,0.04,1.90,64.00,4.50,160.00,390.00,0.07,0.04,0.02,7.80,0.70,32.40,2.00,0.93,2.60,23.80,0.15,0.29,0.40,0.04,1.20,0.00,0.70
Eastern Buffer,ET1,16/1/2019,1,Surface Water,0.30,0.05,0.60,84.00,6.50,210.00,560.00,0.14,0.01,0.03,8.00,0.50,31.80,2.90,1.50,2.60,18.60,0.20,0.05,0.20,0.03,1.60,0.00,0.60
Eastern Buffer,ET1,22/3/2019,1,Surface Water,0.60,0.17,2.00,51.00,3.70,190.00,1200.00,0.10,0.01,0.03,7.80,0.90,32.40,2.00,0.49,5.70,22.00,0.28,0.45,0.56,0.04,0.50,0.00,1.20
Eastern Buffer,ET1,16/5/2019,1,Surface Water,0.70,0.04,4.10,91.00,6.20,120.00,400.00,0.09,0.01,0.01,7.80,2.00,32.50,3.30,0.25,7.10,25.80,0.15,0.27,0.37,0.02,0.80,0.00,1.70
Eastern Buffer,ET1,10/7/2019,1,Surface Water,0.80,0.05,3.50,69.00,4.60,720.00,3300.00,0.26,0.05,0.01,8.60,2.90,22.50,2.80,2.00,1.90,30.90,0.35,0.09,0.40,0.03,15.00,0.01,1.00
Eastern Buffer,ET1,13/9/2019,1,Surface Water,1.60,0.05,9.60,123.00,7.90,280.00,4200.00,0.06,0.02,0.00,8.30,4.00,31.00,2.40,0.55,2.90,29.30,0.13,1.40,1.48,0.03,1.40,0.01,1.50
Eastern Buffer,ET1,18/11/2019,1,Surface Water,0.70,0.10,2.60,81.00,5.50,10.00,250.00,0.06,0.01,0.01,7.90,1.60,32.90,4.00,0.34,6.30,25.40,0.17,0.44,0.51,0.04,2.00,0.00,4.30
Eastern Buffer,ET2,2/1/2015,1,Surface Water,0.70,0.12,0.90,80.00,6.30,1400.00,2000.00,0.12,0.02,0.01,7.70,0.80,31.60,4.20,0.42,0.80,17.70,0.26,0.35,0.49,0.04,4.90,0.00,0.50
Eastern Buffer,ET2,2/3/2015,1,Surface Water,0.40,0.09,0.70,59.00,4.70,620.00,930.00,0.07,0.01,0.02,7.70,0.70,32.30,3.50,0.59,5.00,17.70,0.16,0.31,0.39,0.03,1.10,0.00,2.00
Eastern Buffer,ET2,6/5/2015,1,Surface Water,0.90,0.15,2.70,65.00,4.50,500.00,2900.00,0.14,0.02,0.00,8.00,0.20,32.00,4.30,0.26,1.00,24.60,0.31,0.36,0.52,0.04,2.40,0.01,0.60
Eastern Buffer,ET2,10/7/2015,1,Surface Water,1.00,0.10,2.20,69.00,4.70,3100.00,19000.00,0.08,0.01,0.02,8.00,0.40,32.00,3.50,0.57,1.20,25.40,0.19,0.28,0.37,0.03,2.90,0.01,0.50
Eastern Buffer,ET2,21/9/2015,1,Surface Water,1.60,0.30,1.60,55.00,3.60,63000.00,150000.00,0.21,0.03,0.05,7.70,0.40,29.90,2.50,2.00,14.00,28.10,0.54,0.83,1.07,0.10,2.40,0.01,2.20
Eastern Buffer,ET2,27/11/2015,1,Surface Water,0.30,0.07,1.60,67.00,4.70,5700.00,13000.00,0.08,0.05,0.03,7.50,0.20,32.50,3.50,1.10,0.50,24.20,0.19,0.16,0.29,0.05,3.50,0.00,0.50
Eastern Buffer,ET2,4/1/2016,1,Surface Water,0.80,0.09,1.30,81.00,6.10,1600.00,2400.00,0.16,0.02,0.03,7.30,0.50,31.80,4.00,1.10,0.60,19.70,0.28,0.38,0.56,0.05,2.50,0.00,0.50
Eastern Buffer,ET2,4/3/2016,1,Surface Water,3.30,0.09,8.80,106.00,8.50,1300.00,2100.00,0.08,0.00,0.01,7.70,2.20,30.80,3.00,1.10,14.00,16.90,0.17,0.43,0.52,0.04,2.90,0.00,3.20
Eastern Buffer,ET2,4/5/2016,1,Surface Water,0.90,0.11,0.60,74.00,5.30,700.00,2800.00,0.07,0.00,0.03,7.60,0.20,31.50,3.00,0.75,1.20,22.90,0.19,0.43,0.51,0.03,0.90,0.00,0.50
Eastern Buffer,ET2,4/7/2016,1,Surface Water,1.60,0.04,3.20,83.00,5.70,210.00,570.00,0.31,0.02,0.01,7.90,0.40,26.80,3.00,1.40,3.40,26.70,0.37,0.13,0.46,0.07,3.00,0.00,1.60
Eastern Buffer,ET2,15/9/2016,1,Surface Water,1.30,0.07,8.10,70.00,4.70,340.00,700.00,0.12,0.02,0.02,8.00,2.90,31.30,3.00,1.10,18.00,27.60,0.21,0.94,1.08,0.06,3.20,0.00,3.60
Eastern Buffer,ET2,11/11/2016,1,Surface Water,0.30,0.07,0.80,63.00,4.40,5800.00,30000.00,0.11,0.01,0.01,7.60,0.30,31.00,3.00,0.87,7.80,25.30,0.19,0.55,0.67,0.03,7.00,0.00,1.30
Eastern Buffer,ET2,9/1/2017,1,Surface Water,0.60,0.13,1.90,79.00,5.90,3900.00,7700.00,0.12,0.02,0.02,8.00,0.20,30.30,4.00,0.42,1.00,20.40,0.27,0.58,0.72,0.05,0.50,0.00,0.60
Eastern Buffer,ET2,8/3/2017,1,Surface Water,0.30,0.09,0.90,87.00,6.80,2900.00,9500.00,0.11,0.01,0.02,7.60,0.40,31.90,5.00,0.88,1.00,18.10,0.21,0.32,0.44,0.03,2.70,0.00,0.50
Eastern Buffer,ET2,17/5/2017,1,Surface Water,0.40,0.20,1.10,51.00,3.50,1500.00,8400.00,0.18,0.03,0.03,7.90,0.20,31.20,4.50,0.97,3.40,25.40,0.41,0.36,0.57,0.05,2.10,0.01,1.10
Eastern Buffer,ET2,5/7/2017,1,Surface Water,2.00,0.25,11.00,81.00,5.60,6200.00,19000.00,0.45,0.05,0.04,7.50,3.00,25.10,3.20,1.10,6.80,26.70,0.75,0.74,1.24,0.20,3.00,0.01,2.20
Eastern Buffer,ET2,11/9/2017,1,Surface Water,0.30,0.13,1.10,79.00,5.30,8500.00,27000.00,0.20,0.07,0.04,7.70,0.20,30.40,3.00,2.10,1.90,27.50,0.40,1.00,1.27,0.06,1.20,0.00,0.80
Eastern Buffer,ET2,3/11/2017,1,Surface Water,1.00,0.04,2.80,80.00,5.50,560.00,1100.00,0.05,0.01,0.01,7.90,1.00,32.00,3.00,0.23,2.30,25.10,0.10,1.30,1.36,0.03,1.30,0.00,0.90
Eastern Buffer,ET2,12/1/2018,1,Surface Water,0.20,0.07,0.50,83.00,6.60,70.00,140.00,0.19,0.02,0.04,8.00,0.20,31.80,4.00,1.50,6.00,17.30,0.28,0.11,0.32,0.04,7.20,0.00,1.20
Eastern Buffer,ET2,14/3/2018,1,Surface Water,0.60,0.10,1.40,79.00,6.20,1800.00,3500.00,0.11,0.02,0.02,8.00,0.20,31.90,4.00,0.67,5.70,18.00,0.23,0.41,0.54,0.04,7.20,0.00,1.20
Eastern Buffer,ET2,7/5/2018,1,Surface Water,1.00,0.07,6.30,97.00,6.60,2100.00,4600.00,0.06,0.01,0.02,8.10,1.40,32.90,3.00,0.10,2.60,25.10,0.14,0.57,0.64,0.03,1.20,0.00,1.00
Eastern Buffer,ET2,12/7/2018,1,Surface Water,1.40,0.07,9.20,82.00,5.60,290.00,1200.00,0.13,0.03,0.01,8.10,2.60,30.80,2.60,0.26,4.00,26.30,0.23,0.38,0.54,0.03,1.80,0.00,1.80
Eastern Buffer,ET2,7/9/2018,1,Surface Water,2.10,0.07,11.00,93.00,6.30,2700.00,9600.00,0.25,0.06,0.01,8.10,6.20,29.60,2.40,0.99,3.60,26.60,0.37,0.16,0.47,0.02,1.80,0.00,1.40
Eastern Buffer,ET2,23/11/2018,1,Surface Water,0.60,0.09,1.10,60.00,4.20,3200.00,6000.00,0.08,0.05,0.03,7.80,0.20,32.50,2.00,0.90,6.10,24.00,0.22,0.27,0.39,0.04,1.60,0.00,1.00
Eastern Buffer,ET2,16/1/2019,1,Surface Water,0.60,0.09,0.30,78.00,6.00,8800.00,19000.00,0.15,0.02,0.04,7.90,0.60,31.80,3.40,1.50,1.30,19.20,0.26,0.34,0.51,0.04,0.80,0.00,0.50
Eastern Buffer,ET2,22/3/2019,1,Surface Water,0.50,0.22,0.80,46.00,3.30,4100.00,11000.00,0.12,0.01,0.03,7.80,0.50,32.30,2.00,0.59,5.80,21.90,0.35,0.47,0.60,0.04,0.90,0.01,1.00
Eastern Buffer,ET2,16/5/2019,1,Surface Water,0.60,0.09,1.30,78.00,5.30,540.00,920.00,0.14,0.01,0.01,7.70,1.00,31.80,3.90,0.50,9.60,25.60,0.24,0.45,0.60,0.03,0.80,0.00,2.30
Eastern Buffer,ET2,10/7/2019,1,Surface Water,1.00,0.07,2.20,66.00,5.90,15000.00,35000.00,0.43,0.07,0.02,8.50,1.20,19.90,3.30,3.00,1.40,31.70,0.57,0.17,0.67,0.05,8.30,0.02,0.90
Eastern Buffer,ET2,13/9/2019,1,Surface Water,0.70,0.08,9.50,80.00,5.20,370.00,1200.00,0.10,0.03,0.00,8.10,2.60,30.80,2.60,0.40,2.90,29.10,0.21,1.50,1.63,0.03,1.40,0.01,1.00
Eastern Buffer,ET2,18/11/2019,1,Surface Water,0.80,0.13,1.50,91.00,6.20,5300.00,11000.00,0.07,0.01,0.01,8.00,0.90,32.70,3.50,0.52,8.20,25.10,0.21,0.44,0.52,0.05,2.30,0.01,1.30
Junk Bay,JM3,2/1/2015,1,Surface Water,0.90,0.05,2.80,96.00,7.50,79.00,100.00,0.10,0.01,0.01,7.80,2.00,31.90,3.70,0.24,1.20,17.70,0.17,0.39,0.50,0.03,4.50,0.00,0.60
Junk Bay,JM3,2/2/2015,1,Surface Water,0.40,0.03,1.80,73.00,5.90,34.00,72.00,0.12,0.01,0.01,7.70,0.30,30.90,4.20,0.65,0.80,16.80,0.16,0.21,0.34,0.02,0.70,0.00,0.50
Junk Bay,JM3,2/3/2015,1,Surface Water,0.50,0.03,3.00,90.00,7.00,23.00,160.00,0.05,0.01,0.01,7.80,0.20,32.70,5.00,0.33,1.20,18.00,0.09,0.27,0.33,0.03,0.90,0.00,0.50
Junk Bay,JM3,9/4/2015,1,Surface Water,0.50,0.08,0.90,86.00,6.30,210.00,410.00,0.07,0.01,0.01,7.70,0.20,33.30,3.00,0.25,2.00,21.60,0.15,0.32,0.40,0.03,1.90,0.00,0.50
Junk Bay,JM3,6/5/2015,1,Surface Water,0.80,0.12,1.80,79.00,5.50,83.00,550.00,0.10,0.02,0.01,8.10,1.70,32.50,4.20,0.22,0.70,24.40,0.23,0.30,0.41,0.03,2.50,0.01,0.70
Junk Bay,JM3,17/6/2015,1,Surface Water,1.80,0.06,11.00,102.00,7.00,7.00,35.00,0.10,0.02,0.01,7.90,1.00,32.10,2.50,0.34,2.20,25.10,0.18,0.24,0.36,0.02,3.60,0.00,1.00
Junk Bay,JM3,10/7/2015,1,Surface Water,0.90,0.04,3.10,92.00,6.20,49.00,160.00,0.02,0.00,0.01,8.30,0.20,33.00,4.00,0.17,11.00,25.80,0.06,0.22,0.24,0.03,2.90,0.00,3.10
Junk Bay,JM3,5/8/2015,1,Surface Water,1.80,0.07,12.00,99.00,6.70,16.00,90.00,0.11,0.02,0.01,7.70,5.60,31.90,3.00,0.85,1.20,25.70,0.21,0.46,0.59,0.05,3.10,0.00,0.50
Junk Bay,JM3,21/9/2015,1,Surface Water,0.40,0.18,1.40,74.00,4.80,29.00,78.00,0.10,0.02,0.03,8.00,1.00,32.40,2.00,1.40,19.00,28.10,0.30,0.56,0.68,0.07,1.70,0.01,1.80
Junk Bay,JM3,15/10/2015,1,Surface Water,1.10,0.01,1.50,77.00,5.10,47.00,120.00,0.07,0.10,0.03,7.90,0.30,32.60,2.10,1.50,4.00,27.20,0.18,0.24,0.41,0.06,5.00,0.00,0.90
Junk Bay,JM3,27/11/2015,1,Surface Water,0.20,0.04,1.80,84.00,5.80,46.00,100.00,0.06,0.04,0.02,7.70,0.20,32.70,3.00,0.85,2.60,24.20,0.15,0.25,0.35,0.08,4.00,0.00,0.80
Junk Bay,JM3,12/12/2015,1,Surface Water,0.60,0.05,1.10,95.00,6.80,92.00,100.00,0.06,0.05,0.02,7.70,0.20,33.10,1.90,0.78,3.60,22.10,0.16,0.22,0.33,0.03,6.80,0.00,0.50
Junk Bay,JM3,4/1/2016,1,Surface Water,0.80,0.03,1.10,94.00,7.20,4.00,46.00,0.14,0.02,0.01,7.60,0.20,31.70,6.00,0.93,0.50,19.50,0.19,0.38,0.54,0.02,2.20,0.00,0.50
Junk Bay,JM3,20/2/2016,1,Surface Water,1.80,0.06,3.70,97.00,8.00,110.00,130.00,0.16,0.02,0.02,7.90,0.40,30.90,3.40,0.88,1.10,15.30,0.24,0.58,0.76,0.04,0.40,0.00,0.90
Junk Bay,JM3,4/3/2016,1,Surface Water,1.80,0.09,15.00,115.00,9.20,7.00,19.00,0.04,0.00,0.01,7.70,5.10,31.10,3.00,0.95,3.00,17.10,0.13,0.65,0.69,0.06,2.60,0.00,1.90
Junk Bay,JM3,11/4/2016,1,Surface Water,1.90,0.13,2.50,92.00,7.00,91.00,340.00,0.09,0.01,0.01,7.90,2.30,31.90,2.00,0.82,2.40,19.60,0.23,0.48,0.58,0.05,0.80,0.00,1.00
Junk Bay,JM3,4/5/2016,1,Surface Water,1.40,0.13,0.40,64.00,4.60,170.00,640.00,0.05,0.01,0.01,7.60,0.20,31.50,3.00,0.66,1.20,23.20,0.19,0.36,0.42,0.03,0.80,0.00,0.50
Junk Bay,JM3,1/6/2016,1,Surface Water,2.00,0.07,13.00,88.00,5.80,120.00,260.00,0.09,0.01,0.00,7.90,7.50,30.60,2.50,0.12,3.00,27.80,0.17,0.33,0.43,0.05,1.00,0.00,1.20
Junk Bay,JM3,4/7/2016,1,Surface Water,2.70,0.02,0.20,89.00,5.90,10.00,25.00,0.13,0.02,0.00,8.10,22.00,28.70,2.00,0.15,3.80,27.60,0.16,0.43,0.58,0.09,4.40,0.00,2.20
Junk Bay,JM3,11/8/2016,1,Surface Water,0.50,0.08,3.10,76.00,5.20,210.00,1100.00,0.11,0.04,0.02,7.80,0.90,32.20,2.50,1.10,8.00,25.00,0.23,0.70,0.85,0.04,2.90,0.00,1.70
Junk Bay,JM3,15/9/2016,1,Surface Water,1.70,0.04,8.50,102.00,6.70,33.00,49.00,0.04,0.01,0.00,8.30,2.60,31.60,3.00,0.31,20.00,28.20,0.09,0.36,0.41,0.03,3.00,0.00,4.80
Junk Bay,JM3,12/10/2016,1,Surface Water,0.40,0.02,3.70,93.00,6.10,6.00,22.00,0.02,0.01,0.00,7.90,0.60,32.50,3.00,0.30,2.10,27.50,0.04,0.26,0.29,0.02,4.00,0.00,0.70
Junk Bay,JM3,11/11/2016,1,Surface Water,0.20,0.01,1.10,74.00,5.10,90.00,170.00,0.03,0.08,0.01,7.70,0.60,31.40,2.80,0.67,3.40,25.20,0.12,0.44,0.55,0.03,8.10,0.00,0.70
Junk Bay,JM3,10/12/2016,1,Surface Water,0.90,0.04,4.80,95.00,6.90,9.00,31.00,0.15,0.03,0.02,8.20,2.00,30.90,2.00,0.99,2.10,22.20,0.22,0.60,0.78,0.03,0.90,0.00,0.90
Junk Bay,JM3,9/1/2017,1,Surface Water,0.60,0.06,1.80,91.00,6.90,21.00,45.00,0.10,0.02,0.01,8.10,1.40,30.70,3.00,0.34,1.90,20.20,0.17,0.40,0.52,0.03,0.90,0.00,1.00
Junk Bay,JM3,10/2/2017,1,Surface Water,0.70,0.03,1.00,92.00,7.30,50.00,98.00,0.18,0.02,0.02,7.90,0.50,31.00,3.00,1.40,8.90,17.30,0.24,0.84,1.04,0.04,1.10,0.00,1.50
Junk Bay,JM3,8/3/2017,1,Surface Water,0.30,0.05,1.00,90.00,7.00,25.00,48.00,0.06,0.01,0.01,7.80,0.60,32.20,4.00,0.64,0.90,17.90,0.11,0.45,0.51,0.02,2.50,0.00,0.50
Junk Bay,JM3,1/4/2017,1,Surface Water,0.50,0.10,0.80,81.00,6.20,15.00,57.00,0.10,0.01,0.02,7.90,0.20,32.30,4.00,0.82,0.60,19.30,0.20,0.54,0.65,0.08,2.20,0.00,0.60
Junk Bay,JM3,17/5/2017,1,Surface Water,0.50,0.09,2.10,81.00,5.50,32.00,110.00,0.12,0.02,0.00,8.20,1.90,31.80,4.00,0.52,1.40,25.70,0.23,0.52,0.66,0.03,0.60,0.01,0.80
Junk Bay,JM3,8/6/2017,1,Surface Water,3.00,0.02,20.00,164.00,10.80,9.00,100.00,0.10,0.02,0.00,8.20,3.50,30.80,2.00,0.05,3.30,28.30,0.13,0.32,0.44,0.03,0.80,0.00,2.30
Junk Bay,JM3,5/7/2017,1,Surface Water,2.00,0.07,11.00,87.00,5.90,36.00,220.00,0.24,0.03,0.01,7.90,2.50,28.40,3.60,0.30,2.50,26.60,0.34,0.73,1.00,0.02,2.80,0.00,1.60
Junk Bay,JM3,3/8/2017,1,Surface Water,1.90,0.07,19.00,88.00,5.90,710.00,1400.00,0.28,0.03,0.01,8.00,5.90,26.90,2.60,1.20,9.70,28.00,0.38,0.32,0.63,0.07,1.10,0.00,3.00
Junk Bay,JM3,11/9/2017,1,Surface Water,0.20,0.07,0.70,71.00,4.70,60.00,110.00,0.17,0.05,0.03,7.80,0.70,31.80,3.00,1.70,2.60,27.10,0.28,1.00,1.22,0.06,1.90,0.00,0.90
Junk Bay,JM3,12/10/2017,1,Surface Water,1.50,0.01,0.90,86.00,5.50,46.00,200.00,0.05,0.02,0.02,7.70,0.60,31.90,2.40,1.10,3.60,29.60,0.08,0.29,0.36,0.02,2.10,0.00,0.80
Junk Bay,JM3,3/11/2017,1,Surface Water,0.60,0.03,3.80,98.00,6.70,61.00,120.00,0.03,0.01,0.01,8.00,2.60,32.80,2.50,0.20,5.20,25.60,0.07,0.65,0.69,0.03,3.00,0.00,1.30
Junk Bay,JM3,14/12/2017,1,Surface Water,0.60,0.01,0.80,87.00,6.50,1.00,5.00,0.11,0.02,0.02,8.00,0.70,33.00,2.00,1.30,9.60,20.30,0.14,0.09,0.22,0.03,7.30,0.00,1.20
Junk Bay,JM3,12/1/2018,1,Surface Water,0.10,0.03,0.90,85.00,6.90,2.00,11.00,0.18,0.02,0.02,8.10,0.40,32.20,3.50,1.40,7.30,16.50,0.22,0.58,0.78,0.03,8.40,0.00,1.30
Junk Bay,JM3,7/2/2018,1,Surface Water,0.40,0.04,3.50,95.00,7.80,1.00,11.00,0.06,0.01,0.01,7.70,1.30,32.60,4.00,0.48,1.80,15.00,0.11,0.43,0.50,0.02,2.30,0.00,0.80
Junk Bay,JM3,14/3/2018,1,Surface Water,0.50,0.07,2.00,105.00,8.20,19.00,47.00,0.10,0.02,0.02,8.20,1.50,32.20,4.00,0.65,3.40,17.90,0.19,0.54,0.66,0.03,8.10,0.00,0.70
Junk Bay,JM3,16/4/2018,1,Surface Water,0.60,0.06,2.20,80.00,5.70,170.00,720.00,0.02,0.00,0.01,8.00,0.90,33.70,3.00,0.23,2.70,22.20,0.09,0.56,0.58,0.02,3.60,0.00,0.80
Junk Bay,JM3,7/5/2018,1,Surface Water,1.10,0.02,12.00,104.00,7.10,40.00,170.00,0.00,0.00,0.01,8.20,2.20,33.50,3.00,0.05,3.20,24.90,0.02,0.72,0.72,0.02,1.70,0.00,1.10
Junk Bay,JM3,7/6/2018,1,Surface Water,0.50,0.11,1.00,73.00,4.90,200.00,3300.00,0.10,0.02,0.02,8.00,0.40,30.40,3.00,0.39,5.00,27.30,0.23,0.94,1.06,0.02,2.90,0.01,1.70
Junk Bay,JM3,12/7/2018,1,Surface Water,2.40,0.05,13.00,106.00,7.10,4.00,22.00,0.07,0.02,0.01,8.20,2.30,30.80,2.50,0.14,3.40,27.00,0.13,0.45,0.54,0.02,1.90,0.00,1.60
Junk Bay,JM3,9/8/2018,1,Surface Water,2.30,0.05,21.00,124.00,8.10,3.00,19.00,0.04,0.02,0.00,8.30,3.90,29.70,3.00,0.05,9.60,28.70,0.11,0.90,0.96,0.02,0.90,0.01,3.20
Junk Bay,JM3,7/9/2018,1,Surface Water,2.40,0.03,18.00,113.00,7.60,64.00,330.00,0.13,0.03,0.01,8.40,8.30,30.30,3.00,0.46,3.90,27.10,0.19,0.50,0.66,0.04,0.90,0.00,2.30
Junk Bay,JM3,18/10/2018,1,Surface Water,0.30,0.03,0.30,71.00,4.80,100.00,620.00,0.04,0.02,0.01,7.90,1.10,32.30,3.00,0.72,8.00,25.30,0.09,0.44,0.50,0.02,1.70,0.00,1.30
Junk Bay,JM3,23/11/2018,1,Surface Water,0.40,0.02,0.80,80.00,5.60,46.00,83.00,0.05,0.05,0.02,7.80,0.40,32.80,2.00,0.77,4.10,23.60,0.13,0.51,0.62,0.03,2.00,0.00,0.80
Junk Bay,JM3,1/12/2018,1,Surface Water,0.10,0.09,1.80,84.00,6.00,37.00,110.00,0.02,0.04,0.00,7.80,0.60,32.70,3.00,0.75,3.10,22.90,0.15,0.24,0.30,0.02,1.60,0.00,0.80
Junk Bay,JM3,16/1/2019,1,Surface Water,0.40,0.02,0.50,92.00,7.10,29.00,73.00,0.16,0.01,0.02,8.00,0.90,32.00,5.20,1.40,1.40,18.50,0.19,0.15,0.32,0.04,1.30,0.00,0.50
Junk Bay,JM3,16/2/2019,1,Surface Water,1.70,0.02,6.80,71.00,5.30,20.00,25.00,0.03,0.00,0.00,8.10,0.60,32.60,3.20,0.56,7.00,19.80,0.05,0.27,0.30,0.02,0.70,0.00,2.60
Junk Bay,JM3,22/3/2019,1,Surface Water,0.50,0.12,1.80,58.00,4.20,80.00,150.00,0.06,0.01,0.02,7.80,1.20,33.10,2.50,0.40,7.00,21.90,0.19,0.45,0.52,0.03,0.60,0.00,1.60
Junk Bay,JM3,13/4/2019,1,Surface Water,0.20,0.02,1.00,99.00,7.00,2.00,20.00,0.06,0.00,0.01,8.20,0.50,32.80,5.40,0.15,11.00,23.30,0.08,0.16,0.22,0.02,0.10,0.00,3.50
Junk Bay,JM3,16/5/2019,1,Surface Water,0.60,0.05,1.00,81.00,5.50,15.00,30.00,0.08,0.01,0.01,7.80,1.30,33.00,3.40,0.37,8.00,25.40,0.14,0.30,0.39,0.02,0.70,0.00,1.60
Junk Bay,JM3,5/6/2019,1,Surface Water,0.30,0.07,0.80,78.00,5.30,64.00,150.00,0.12,0.05,0.01,7.60,0.20,31.00,2.50,1.10,8.70,26.70,0.24,0.25,0.42,0.04,1.60,0.00,2.40
Junk Bay,JM3,10/7/2019,1,Surface Water,1.30,0.05,4.90,89.00,5.80,90.00,240.00,0.24,0.04,0.01,8.70,2.60,23.20,3.10,2.00,1.90,30.70,0.32,0.20,0.48,0.03,18.80,0.01,0.90
Junk Bay,JM3,7/8/2019,1,Surface Water,0.90,0.05,3.10,88.00,5.80,87.00,130.00,0.07,0.02,0.00,8.00,1.20,30.70,2.40,1.00,2.40,28.00,0.14,0.31,0.40,0.03,12.60,0.00,0.90
Junk Bay,JM3,13/9/2019,1,Surface Water,0.90,0.02,6.80,113.00,7.20,7.00,34.00,0.02,0.01,0.00,8.30,3.20,31.40,3.00,0.05,2.10,29.60,0.05,1.20,1.23,0.03,0.80,0.00,1.10
Junk Bay,JM3,9/10/2019,1,Surface Water,0.40,0.02,6.70,110.00,7.10,8.00,32.00,0.03,0.02,0.01,7.90,0.60,32.70,3.20,0.32,12.00,28.80,0.06,0.62,0.66,0.02,6.10,0.00,2.60
Junk Bay,JM3,18/11/2019,1,Surface Water,0.80,0.07,3.00,85.00,5.80,81.00,160.00,0.05,0.01,0.01,7.90,2.40,33.20,4.00,0.43,8.40,25.00,0.13,1.00,1.06,0.06,2.50,0.00,1.80
Junk Bay,JM3,7/12/2019,1,Surface Water,0.10,0.04,0.70,90.00,6.70,8.00,17.00,0.00,0.01,0.01,8.20,2.10,33.60,2.20,0.72,12.00,20.50,0.05,0.07,0.08,0.08,3.60,0.00,1.70
Junk Bay,JM4,2/1/2015,1,Surface Water,0.90,0.03,3.80,103.00,8.10,2.00,5.00,0.05,0.01,0.01,7.90,1.10,32.00,3.50,0.35,0.50,17.60,0.09,0.29,0.35,0.02,4.30,0.00,0.50
Junk Bay,JM4,2/2/2015,1,Surface Water,0.60,0.03,2.40,97.00,7.80,36.00,51.00,0.11,0.01,0.01,7.80,0.20,31.90,4.50,0.63,0.90,16.80,0.15,0.23,0.35,0.02,1.20,0.00,0.50
Junk Bay,JM4,2/3/2015,1,Surface Water,0.50,0.03,3.80,67.00,5.30,79.00,110.00,0.05,0.01,0.01,7.80,0.20,32.70,4.50,0.31,1.20,18.00,0.08,0.23,0.28,0.02,0.90,0.00,0.50
Junk Bay,JM4,9/4/2015,1,Surface Water,0.60,0.04,1.40,97.00,7.00,11.00,17.00,0.02,0.00,0.01,7.80,0.20,33.40,4.50,0.22,1.80,21.70,0.07,0.24,0.27,0.02,1.10,0.00,0.50
Junk Bay,JM4,6/5/2015,1,Surface Water,0.90,0.08,1.90,94.00,6.50,32.00,410.00,0.11,0.01,0.01,8.20,0.20,32.00,4.00,0.12,0.50,25.10,0.20,0.35,0.47,0.02,2.40,0.01,0.50
Junk Bay,JM4,17/6/2015,1,Surface Water,1.40,0.06,7.70,64.00,4.50,100.00,340.00,0.15,0.03,0.01,7.90,0.80,33.00,2.50,0.80,14.00,24.00,0.24,0.34,0.52,0.03,3.40,0.00,3.20
Junk Bay,JM4,10/7/2015,1,Surface Water,0.80,0.05,2.60,96.00,6.50,17.00,96.00,0.02,0.01,0.01,8.20,2.50,32.90,3.50,0.18,11.00,25.70,0.07,0.25,0.28,0.02,2.80,0.00,2.80
Junk Bay,JM4,5/8/2015,1,Surface Water,2.60,0.09,21.00,105.00,7.10,88.00,110.00,0.05,0.01,0.01,7.90,8.40,31.80,3.00,0.44,3.30,25.70,0.15,0.52,0.58,0.04,3.40,0.00,2.10
Junk Bay,JM4,21/9/2015,1,Surface Water,0.40,0.20,1.20,69.00,4.50,80.00,230.00,0.12,0.02,0.03,8.00,1.00,32.10,2.00,1.50,16.00,28.10,0.34,1.60,1.74,0.10,2.10,0.01,1.20
Junk Bay,JM4,15/10/2015,1,Surface Water,0.20,0.01,1.30,79.00,5.20,7.00,27.00,0.07,0.10,0.03,7.90,0.20,32.60,2.70,1.50,2.30,27.30,0.18,0.29,0.46,0.05,4.20,0.00,0.60
Junk Bay,JM4,27/11/2015,1,Surface Water,0.40,0.03,2.10,88.00,6.10,27.00,61.00,0.05,0.03,0.02,7.80,0.40,33.00,3.00,0.75,1.50,24.30,0.12,0.18,0.27,0.12,4.00,0.00,0.50
Junk Bay,JM4,12/12/2015,1,Surface Water,0.40,0.05,1.10,86.00,6.20,44.00,81.00,0.05,0.05,0.02,8.10,0.20,33.20,2.30,0.75,2.60,22.10,0.14,0.25,0.35,0.03,1.90,0.00,0.50
Junk Bay,JM4,4/1/2016,1,Surface Water,0.50,0.03,1.20,86.00,6.60,23.00,39.00,0.14,0.02,0.02,7.60,0.40,31.80,5.00,0.95,0.50,19.40,0.19,0.52,0.68,0.03,2.30,0.00,0.50
