Water Control Zone,Station,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand mg_L,Ammonia Nitrogen mg_L,Chlorophyll-a ug_L,Dissolved Oxygen per_saturation,Dissolved Oxygen mg_L,E. coli cfu_100mL,Faecal Coliforms cfu_100mL,Nitrate Nitrogen mg_L,Nitrite Nitrogen mg_L,Orthophosphate Phosphorus mg_L,pH,Phaeo-pigments ug_L,Salinity psu,Secchi Disc Depth M,Silica mg_L,Suspended Solids mg_L,Temperature C,Total Inorganic Nitrogen mg_L,Total Kjeldahl Nitrogen mg_L,Total Nitrogen mg_L,Total Phosphorus mg_L,Turbidity NTU,Unionised Ammonia mg_L,Volatile Suspended Solids mg_L
Junk Bay,JM4,20/2/2016,1,Surface Water,1.80,0.06,4.60,99.00,8.20,90.00,120.00,0.17,0.02,0.02,8.00,0.50,30.90,3.50,0.90,0.90,15.30,0.25,0.93,1.12,0.04,0.40,0.00,0.80
Junk Bay,JM4,4/3/2016,1,Surface Water,1.10,0.06,2.10,121.00,9.70,3.00,11.00,0.05,0.00,0.01,7.70,0.30,31.10,3.50,0.94,0.90,17.00,0.11,0.37,0.42,0.02,2.70,0.00,0.80
Junk Bay,JM4,11/4/2016,1,Surface Water,1.90,0.16,2.00,91.00,6.90,350.00,510.00,0.09,0.01,0.02,7.90,3.60,32.00,3.00,0.82,2.70,19.50,0.26,0.60,0.70,0.07,1.00,0.00,1.30
Junk Bay,JM4,4/5/2016,1,Surface Water,0.70,0.09,0.30,70.00,5.00,280.00,460.00,0.04,0.01,0.01,8.00,0.20,32.00,3.00,0.64,2.40,22.60,0.15,0.23,0.28,0.02,1.60,0.00,0.70
Junk Bay,JM4,1/6/2016,1,Surface Water,1.40,0.07,4.80,85.00,5.70,310.00,820.00,0.15,0.02,0.01,7.80,3.40,30.50,2.50,0.58,1.10,27.10,0.24,0.21,0.38,0.03,1.00,0.00,0.50
Junk Bay,JM4,4/7/2016,1,Surface Water,1.00,0.03,13.00,84.00,5.90,100.00,290.00,0.28,0.02,0.01,7.90,3.90,28.10,3.00,1.40,4.80,25.80,0.33,0.41,0.71,0.10,2.90,0.00,1.90
Junk Bay,JM4,11/8/2016,1,Surface Water,0.80,0.12,5.40,73.00,5.00,80.00,1100.00,0.15,0.04,0.03,7.90,1.60,32.00,3.00,1.10,9.30,24.90,0.31,0.37,0.56,0.06,3.00,0.00,2.00
Junk Bay,JM4,15/9/2016,1,Surface Water,1.40,0.06,10.00,82.00,5.40,150.00,280.00,0.10,0.02,0.01,8.10,4.20,31.60,3.00,0.89,17.00,27.50,0.18,0.68,0.80,0.04,4.30,0.00,4.60
Junk Bay,JM4,12/10/2016,1,Surface Water,0.50,0.03,3.30,91.00,6.00,210.00,550.00,0.03,0.02,0.01,8.00,0.60,32.40,2.30,0.36,2.10,27.70,0.07,0.17,0.22,0.02,6.40,0.00,0.70
Junk Bay,JM4,11/11/2016,1,Surface Water,0.20,0.01,1.30,78.00,5.40,300.00,630.00,0.05,0.08,0.01,7.70,1.00,31.40,2.60,0.69,4.10,25.30,0.15,0.43,0.56,0.05,8.80,0.00,0.60
Junk Bay,JM4,10/12/2016,1,Surface Water,0.70,0.04,3.10,93.00,6.80,46.00,83.00,0.15,0.04,0.02,8.20,0.70,30.90,3.00,1.10,1.80,22.40,0.23,0.63,0.82,0.03,1.10,0.00,0.50
Junk Bay,JM4,9/1/2017,1,Surface Water,0.50,0.08,2.10,91.00,6.80,30.00,83.00,0.11,0.02,0.02,8.10,1.00,30.60,3.00,0.31,1.60,20.40,0.21,0.41,0.54,0.04,0.70,0.00,0.80
Junk Bay,JM4,10/2/2017,1,Surface Water,0.50,0.03,0.90,86.00,7.00,63.00,98.00,0.18,0.02,0.02,8.00,0.70,31.10,4.00,1.40,8.20,16.80,0.23,0.46,0.66,0.04,6.10,0.00,1.20
Junk Bay,JM4,8/3/2017,1,Surface Water,0.40,0.05,0.70,92.00,7.20,8.00,13.00,0.04,0.01,0.01,7.80,0.50,32.30,6.00,0.58,1.70,18.00,0.09,0.39,0.43,0.02,2.30,0.00,1.00
Junk Bay,JM4,1/4/2017,1,Surface Water,0.80,0.05,0.80,87.00,6.60,2.00,9.00,0.05,0.00,0.01,8.00,0.70,32.50,4.50,0.68,0.50,19.10,0.11,0.26,0.32,0.06,2.60,0.00,0.50
Junk Bay,JM4,17/5/2017,1,Surface Water,0.70,0.04,1.60,93.00,6.30,3.00,14.00,0.07,0.01,0.00,8.30,1.30,32.00,4.00,0.15,1.80,26.10,0.12,0.45,0.53,0.02,2.60,0.00,1.00
Junk Bay,JM4,8/6/2017,1,Surface Water,3.50,0.02,15.00,147.00,9.70,150.00,1200.00,0.11,0.02,0.00,8.20,2.10,30.30,2.50,0.05,3.50,27.90,0.15,0.34,0.47,0.03,11.90,0.00,2.30
Junk Bay,JM4,5/7/2017,1,Surface Water,2.20,0.11,16.00,90.00,6.20,2300.00,5100.00,0.39,0.04,0.02,7.90,3.10,26.80,2.80,0.77,4.10,26.50,0.54,0.78,1.21,0.05,4.00,0.00,1.80
Junk Bay,JM4,3/8/2017,1,Surface Water,1.10,0.11,11.00,89.00,6.30,940.00,3200.00,0.31,0.03,0.03,7.90,4.70,27.70,3.00,1.90,8.40,27.70,0.45,0.43,0.77,0.05,2.50,0.01,2.30
Junk Bay,JM4,11/9/2017,1,Surface Water,0.20,0.11,0.60,86.00,5.60,9.00,50.00,0.24,0.06,0.03,7.80,0.50,30.50,3.00,2.00,1.70,28.30,0.41,1.30,1.60,0.04,2.00,0.00,0.50
Junk Bay,JM4,12/10/2017,1,Surface Water,1.60,0.04,1.20,86.00,5.50,46.00,90.00,0.05,0.02,0.02,7.70,0.70,31.90,2.20,1.10,4.60,29.60,0.12,0.43,0.51,0.03,2.40,0.00,1.10
Junk Bay,JM4,3/11/2017,1,Surface Water,0.60,0.02,3.70,85.00,5.80,12.00,34.00,0.03,0.01,0.01,8.00,3.00,32.70,3.00,0.20,4.00,25.30,0.05,0.95,0.98,0.02,2.40,0.00,1.00
Junk Bay,JM4,14/12/2017,1,Surface Water,0.40,0.01,1.30,81.00,6.00,24.00,76.00,0.11,0.02,0.02,8.00,0.20,33.00,2.50,1.30,6.90,20.60,0.14,0.13,0.26,0.03,7.60,0.00,0.80
Junk Bay,JM4,12/1/2018,1,Surface Water,0.10,0.02,1.00,81.00,6.50,5.00,7.00,0.18,0.02,0.02,8.10,0.20,32.20,3.00,1.30,5.80,16.20,0.22,0.21,0.41,0.03,8.70,0.00,1.20
Junk Bay,JM4,7/2/2018,1,Surface Water,0.60,0.03,1.60,89.00,7.30,1.00,2.00,0.06,0.01,0.01,7.70,0.70,32.60,3.50,0.50,1.50,15.00,0.11,0.75,0.82,0.02,4.10,0.00,0.60
Junk Bay,JM4,14/3/2018,1,Surface Water,0.60,0.07,1.80,89.00,7.00,35.00,59.00,0.11,0.02,0.02,8.20,2.10,32.10,4.00,0.70,4.20,18.00,0.20,0.44,0.57,0.03,6.40,0.00,1.10
Junk Bay,JM4,16/4/2018,1,Surface Water,0.50,0.06,2.00,85.00,6.00,61.00,150.00,0.02,0.00,0.01,8.10,0.70,33.70,3.00,0.23,2.80,22.60,0.08,0.42,0.44,0.02,1.70,0.00,0.80
Junk Bay,JM4,7/5/2018,1,Surface Water,1.10,0.02,14.00,97.00,6.60,56.00,100.00,0.02,0.00,0.01,8.20,2.00,33.30,3.00,0.05,3.40,25.00,0.05,1.00,1.03,0.02,1.50,0.00,1.20
Junk Bay,JM4,7/6/2018,1,Surface Water,0.50,0.12,1.10,74.00,4.90,310.00,1200.00,0.10,0.04,0.02,8.00,0.80,30.80,3.00,0.53,4.70,27.30,0.26,1.10,1.24,0.03,1.80,0.01,1.70
Junk Bay,JM4,12/7/2018,1,Surface Water,2.10,0.06,12.00,102.00,6.90,74.00,120.00,0.08,0.02,0.01,8.10,2.40,31.20,2.30,0.17,3.30,26.30,0.16,0.83,0.93,0.02,1.80,0.00,1.30
Junk Bay,JM4,9/8/2018,1,Surface Water,1.90,0.05,18.00,115.00,7.60,45.00,100.00,0.05,0.03,0.00,8.30,3.50,30.00,3.00,0.05,9.20,28.30,0.13,1.20,1.28,0.03,1.40,0.01,3.20
Junk Bay,JM4,7/9/2018,1,Surface Water,1.10,0.05,11.00,97.00,6.60,330.00,1000.00,0.19,0.05,0.01,8.10,6.50,30.00,2.60,1.30,7.20,26.10,0.28,0.29,0.53,0.04,2.20,0.00,1.70
Junk Bay,JM4,18/10/2018,1,Surface Water,0.30,0.03,0.20,75.00,5.10,160.00,410.00,0.04,0.03,0.02,7.90,1.60,32.40,2.00,0.73,11.00,25.70,0.09,0.25,0.31,0.02,2.30,0.00,1.80
Junk Bay,JM4,23/11/2018,1,Surface Water,0.50,0.02,0.70,80.00,5.70,22.00,48.00,0.05,0.05,0.02,7.80,0.50,32.90,2.00,0.76,4.20,23.50,0.12,0.27,0.37,0.02,1.80,0.00,1.10
Junk Bay,JM4,1/12/2018,1,Surface Water,0.10,0.07,1.00,78.00,5.60,160.00,320.00,0.04,0.06,0.00,7.70,0.20,32.70,3.00,0.97,4.40,22.90,0.17,0.26,0.36,0.04,1.90,0.00,1.20
Junk Bay,JM4,16/1/2019,1,Surface Water,0.40,0.01,0.30,86.00,6.70,1.00,1.00,0.16,0.01,0.02,8.00,1.00,32.10,5.50,1.40,1.20,18.50,0.18,0.16,0.33,0.03,0.30,0.00,0.50
Junk Bay,JM4,16/2/2019,1,Surface Water,1.40,0.02,6.60,103.00,7.80,7.00,38.00,0.03,0.00,0.00,8.10,0.20,32.60,3.70,0.54,7.90,19.80,0.05,0.27,0.30,0.02,0.60,0.00,2.80
Junk Bay,JM4,22/3/2019,1,Surface Water,0.50,0.09,1.80,62.00,4.50,12.00,24.00,0.05,0.01,0.02,7.90,1.50,33.40,2.00,0.36,6.60,21.80,0.14,0.66,0.71,0.02,0.60,0.00,1.60
Junk Bay,JM4,13/4/2019,1,Surface Water,0.40,0.02,0.50,100.00,7.10,1.00,2.00,0.08,0.00,0.01,8.30,0.20,32.80,5.50,0.16,8.60,23.50,0.10,0.18,0.26,0.02,0.20,0.00,3.00
Junk Bay,JM4,16/5/2019,1,Surface Water,0.50,0.04,1.30,82.00,5.60,34.00,67.00,0.07,0.01,0.01,7.80,1.20,33.00,3.80,0.38,8.00,25.00,0.12,0.26,0.34,0.02,1.00,0.00,1.60
Junk Bay,JM4,5/6/2019,1,Surface Water,0.20,0.08,0.60,69.00,4.70,130.00,520.00,0.11,0.05,0.01,7.60,0.40,31.50,2.40,1.10,9.70,26.10,0.24,0.30,0.46,0.03,2.30,0.00,2.20
Junk Bay,JM4,10/7/2019,1,Surface Water,1.20,0.04,5.40,77.00,5.10,240.00,640.00,0.23,0.05,0.00,8.60,1.20,24.00,2.50,2.00,2.00,30.10,0.32,0.11,0.39,0.03,14.30,0.01,0.80
Junk Bay,JM4,7/8/2019,1,Surface Water,1.10,0.04,2.90,107.00,7.00,20.00,61.00,0.04,0.01,0.00,8.20,0.20,30.10,3.00,0.72,2.70,28.80,0.09,0.25,0.30,0.02,10.90,0.00,0.90
Junk Bay,JM4,13/9/2019,1,Surface Water,0.70,0.03,8.40,116.00,7.40,1.00,15.00,0.02,0.01,0.00,8.30,4.00,31.50,2.80,0.08,2.50,29.70,0.06,1.20,1.23,0.02,0.70,0.00,1.20
Junk Bay,JM4,9/10/2019,1,Surface Water,0.20,0.02,5.20,87.00,5.60,8.00,14.00,0.03,0.02,0.01,8.00,0.20,32.60,3.20,0.46,9.50,28.90,0.08,0.65,0.70,0.02,9.20,0.00,2.20
Junk Bay,JM4,18/11/2019,1,Surface Water,0.90,0.08,3.00,70.00,4.80,73.00,150.00,0.05,0.01,0.01,7.90,1.70,33.10,2.80,0.44,8.20,24.90,0.14,0.91,0.97,0.05,1.90,0.00,1.60
Junk Bay,JM4,7/12/2019,1,Surface Water,0.60,0.04,0.70,92.00,6.80,10.00,50.00,0.02,0.02,0.01,8.20,1.80,33.60,2.20,0.71,14.00,20.60,0.07,0.07,0.11,0.08,3.40,0.00,1.50
Mirs Bay,MM1,14/1/2015,1,Surface Water,0.70,0.07,1.00,73.00,5.80,4.00,6.00,0.07,0.00,0.01,8.20,0.50,31.70,3.00,0.47,2.50,17.30,0.14,0.24,0.31,0.02,1.50,0.00,0.80
Mirs Bay,MM1,13/2/2015,1,Surface Water,1.90,0.04,3.10,85.00,6.80,5.00,6.00,0.07,0.01,0.01,7.90,0.20,31.70,3.00,0.69,2.50,17.40,0.11,0.22,0.29,0.02,2.10,0.00,0.70
Mirs Bay,MM1,19/3/2015,1,Surface Water,1.40,0.05,11.00,72.00,5.30,17.00,52.00,0.22,0.01,0.01,7.90,3.40,31.10,2.20,0.61,3.60,21.00,0.28,0.29,0.52,0.03,1.80,0.00,1.80
Mirs Bay,MM1,27/4/2015,1,Surface Water,1.70,0.02,5.90,65.00,4.50,1.00,1.00,0.01,0.00,0.01,8.00,2.70,32.80,2.50,0.14,2.50,24.80,0.04,0.25,0.27,0.02,1.60,0.00,1.60
Mirs Bay,MM1,22/5/2015,1,Surface Water,1.10,0.07,6.20,82.00,5.60,98.00,170.00,0.07,0.01,0.01,8.10,3.60,29.70,2.00,0.62,3.20,26.00,0.15,0.30,0.38,0.03,3.50,0.00,1.20
Mirs Bay,MM1,24/6/2015,1,Surface Water,1.40,0.02,2.80,117.00,7.90,80.00,310.00,0.20,0.01,0.00,8.30,2.40,25.80,2.30,0.23,1.60,28.70,0.24,0.25,0.46,0.05,2.80,0.00,0.50
Mirs Bay,MM1,27/7/2015,1,Surface Water,2.70,0.01,20.00,123.00,8.00,4.00,14.00,0.00,0.00,0.00,8.50,6.90,30.50,2.00,0.53,5.40,28.70,0.02,0.37,0.37,0.04,4.10,0.00,2.90
Mirs Bay,MM1,20/8/2015,1,Surface Water,1.90,0.04,13.00,146.00,9.30,8.00,31.00,0.00,0.00,0.01,8.20,4.00,32.50,2.00,0.66,2.20,29.80,0.04,0.35,0.36,0.05,3.50,0.00,1.80
Mirs Bay,MM1,24/9/2015,1,Surface Water,1.80,0.03,5.10,117.00,7.30,1.00,1.00,0.00,0.00,0.00,8.30,1.00,31.90,2.50,0.42,2.00,31.10,0.03,0.52,0.52,0.05,1.20,0.00,1.20
Mirs Bay,MM1,26/10/2015,1,Surface Water,0.70,0.04,2.80,68.00,4.50,1.00,1.00,0.01,0.01,0.01,8.00,0.40,32.80,2.50,0.48,5.00,27.00,0.06,0.34,0.36,0.04,4.80,0.00,1.10
Mirs Bay,MM1,23/11/2015,1,Surface Water,2.00,0.03,11.00,135.00,9.00,2.00,6.00,0.08,0.03,0.01,8.30,2.00,32.00,2.50,0.80,2.60,26.80,0.14,0.50,0.60,0.09,1.30,0.00,1.60
Mirs Bay,MM1,16/12/2015,1,Surface Water,0.30,0.03,3.70,90.00,6.60,1.00,1.00,0.07,0.05,0.01,8.30,0.50,32.90,3.00,0.92,4.30,21.10,0.15,0.38,0.50,0.03,1.30,0.00,0.60
Mirs Bay,MM1,15/1/2016,1,Surface Water,1.70,0.06,11.00,110.00,8.50,2.00,3.00,0.03,0.01,0.01,8.00,2.30,31.50,2.50,0.37,17.00,19.10,0.09,0.94,0.98,0.03,1.90,0.00,3.90
Mirs Bay,MM1,26/2/2016,1,Surface Water,0.70,0.08,0.40,104.00,8.60,9.00,11.00,0.27,0.01,0.02,8.20,0.30,30.40,3.00,1.10,0.50,15.60,0.36,0.27,0.55,0.05,0.50,0.00,0.50
Mirs Bay,MM1,17/3/2016,1,Surface Water,0.80,0.08,0.50,80.00,6.40,83.00,99.00,0.05,0.01,0.01,8.20,2.40,31.40,3.00,1.10,4.00,16.30,0.14,0.50,0.56,0.04,2.00,0.00,1.00
Mirs Bay,MM1,15/4/2016,1,Surface Water,0.90,0.14,0.90,85.00,6.40,76.00,110.00,0.08,0.01,0.00,8.00,0.20,29.60,3.00,1.30,1.40,20.50,0.22,0.37,0.45,0.17,70.50,0.01,1.00
Mirs Bay,MM1,18/5/2016,1,Surface Water,1.60,0.05,1.90,77.00,5.30,1.00,1.00,0.01,0.00,0.00,7.70,0.80,30.40,3.00,0.38,4.00,25.50,0.06,0.38,0.39,0.03,1.10,0.00,1.30
Mirs Bay,MM1,15/6/2016,1,Surface Water,2.50,0.02,14.00,139.00,9.10,4.00,44.00,0.00,0.00,0.00,8.40,2.00,29.10,2.50,0.05,16.00,29.40,0.03,0.38,0.38,0.08,1.90,0.00,4.60
Mirs Bay,MM1,11/7/2016,1,Surface Water,1.60,0.32,3.20,90.00,6.00,9400.00,29000.00,0.24,0.02,0.06,7.70,0.70,24.70,2.00,2.10,6.30,29.10,0.58,0.40,0.66,0.16,2.70,0.01,2.20
Mirs Bay,MM1,15/8/2016,1,Surface Water,2.10,0.04,8.00,117.00,7.70,800.00,2800.00,0.03,0.00,0.00,8.10,3.30,30.10,3.00,0.61,18.00,28.60,0.08,0.33,0.37,0.08,3.40,0.00,3.40
Mirs Bay,MM1,14/9/2016,1,Surface Water,2.80,0.01,14.00,103.00,6.60,1.00,9.00,0.00,0.00,0.00,8.10,2.90,30.00,1.50,0.19,21.00,30.50,0.02,0.16,0.16,0.07,10.10,0.00,4.80
Mirs Bay,MM1,26/10/2016,1,Surface Water,1.90,0.03,6.10,107.00,7.10,6.00,21.00,0.03,0.01,0.01,8.20,2.00,28.70,3.00,0.84,1.10,28.20,0.07,0.14,0.18,0.04,2.60,0.00,0.90
Mirs Bay,MM1,9/11/2016,1,Surface Water,0.80,0.03,5.60,87.00,6.00,7.00,14.00,0.04,0.05,0.00,7.70,2.70,30.90,3.00,0.52,9.30,25.00,0.11,0.62,0.70,0.03,5.10,0.00,2.30
Mirs Bay,MM1,8/12/2016,1,Surface Water,0.40,0.02,2.20,86.00,6.20,3.00,6.00,0.10,0.05,0.01,8.20,1.10,30.80,2.50,1.20,2.70,22.20,0.16,0.33,0.48,0.03,1.60,0.00,1.00
Mirs Bay,MM1,19/1/2017,1,Surface Water,0.40,0.07,0.20,99.00,7.50,2.00,6.00,0.18,0.01,0.00,8.20,1.80,30.40,3.00,1.30,2.20,20.30,0.26,0.22,0.41,0.07,1.50,0.00,0.60
Mirs Bay,MM1,8/2/2017,1,Surface Water,0.60,0.03,1.60,94.00,7.20,1.00,1.00,0.02,0.00,0.00,8.10,0.50,30.70,3.00,0.40,9.20,19.60,0.05,0.97,0.99,0.02,3.70,0.00,1.70
Mirs Bay,MM1,16/3/2017,1,Surface Water,1.40,0.10,1.40,76.00,5.90,12.00,16.00,0.12,0.01,0.01,8.00,0.20,31.20,3.00,1.20,7.80,18.10,0.23,0.47,0.60,0.03,2.30,0.00,1.40
Mirs Bay,MM1,24/4/2017,1,Surface Water,0.60,0.06,0.50,75.00,5.40,30.00,41.00,0.02,0.00,0.00,8.00,0.40,32.60,3.50,1.10,7.60,22.80,0.08,0.50,0.52,0.02,0.80,0.00,1.00
Mirs Bay,MM1,26/5/2017,1,Surface Water,2.40,0.05,8.60,86.00,5.80,14.00,34.00,0.04,0.00,0.00,8.20,3.30,31.40,3.00,0.05,11.00,26.20,0.09,0.53,0.57,0.03,2.60,0.00,3.20
Mirs Bay,MM1,15/6/2017,1,Surface Water,1.30,0.09,1.60,84.00,5.40,130.00,540.00,0.07,0.01,0.00,8.00,0.50,27.70,2.00,1.10,1.20,30.00,0.17,0.18,0.26,0.17,3.10,0.01,0.50
Mirs Bay,MM1,14/7/2017,1,Surface Water,2.00,0.02,5.30,118.00,7.60,1.00,5.00,0.11,0.01,0.00,8.20,0.40,26.40,2.50,0.58,1.90,30.90,0.14,0.13,0.25,0.02,0.60,0.00,1.30
Mirs Bay,MM1,25/8/2017,1,Surface Water,2.30,0.03,9.30,97.00,6.20,1.00,1.00,0.00,0.00,0.01,8.30,2.50,32.60,3.00,0.20,12.00,29.00,0.03,0.72,0.72,0.06,0.40,0.00,3.20
Mirs Bay,MM1,21/9/2017,1,Surface Water,2.10,0.01,3.50,132.00,8.20,1.00,2.00,0.00,0.00,0.01,8.10,1.20,30.10,2.00,0.89,16.00,32.00,0.02,1.00,1.00,0.02,1.30,0.00,4.80
Mirs Bay,MM1,25/10/2017,1,Surface Water,1.90,0.02,9.80,108.00,7.30,1.00,1.00,0.00,0.00,0.00,8.00,0.90,31.80,3.00,0.78,3.00,26.50,0.02,0.29,0.30,0.02,4.00,0.00,1.60
Mirs Bay,MM1,13/11/2017,1,Surface Water,1.30,0.04,3.40,88.00,6.10,1.00,2.00,0.02,0.01,0.00,7.80,1.00,32.50,2.00,0.51,13.00,24.80,0.08,0.41,0.44,0.02,2.90,0.00,2.00
Mirs Bay,MM1,13/12/2017,1,Surface Water,0.70,0.02,4.60,88.00,6.50,4.00,7.00,0.05,0.01,0.01,7.90,1.90,33.00,2.00,0.73,11.00,20.60,0.09,0.10,0.17,0.02,4.00,0.00,2.20
Mirs Bay,MM1,22/1/2018,1,Surface Water,2.10,0.01,9.40,125.00,9.70,1.00,4.00,0.02,0.00,0.00,8.10,4.00,32.10,3.00,0.29,3.90,18.80,0.03,0.15,0.17,0.02,4.80,0.00,2.00
Mirs Bay,MM1,8/2/2018,1,Surface Water,0.80,0.06,1.00,92.00,7.70,1.00,1.00,0.07,0.00,0.01,7.70,0.80,32.10,2.00,0.43,1.90,14.50,0.14,0.35,0.43,0.02,1.10,0.00,0.50
Mirs Bay,MM1,7/3/2018,1,Surface Water,1.80,0.05,4.80,116.00,8.80,1.00,3.00,0.00,0.00,0.00,7.70,1.40,32.30,3.40,0.48,1.50,19.40,0.05,0.81,0.81,0.02,0.70,0.00,1.10
Mirs Bay,MM1,9/4/2018,1,Surface Water,1.00,0.02,1.40,86.00,6.20,1.00,2.00,0.01,0.00,0.00,7.80,0.30,32.60,4.00,0.62,7.30,22.60,0.04,0.74,0.75,0.02,3.50,0.00,1.80
Mirs Bay,MM1,11/5/2018,1,Surface Water,0.60,0.07,1.10,81.00,5.60,9.00,15.00,0.03,0.00,0.00,7.70,0.70,32.90,2.50,0.33,11.00,25.00,0.10,0.55,0.58,0.03,1.50,0.00,2.30
Mirs Bay,MM1,20/6/2018,1,Surface Water,1.50,0.03,3.00,89.00,5.70,100.00,330.00,0.03,0.00,0.00,7.70,1.30,30.60,2.50,0.72,3.60,29.70,0.06,0.40,0.43,0.02,3.00,0.00,1.20
Mirs Bay,MM1,20/7/2018,1,Surface Water,1.30,0.01,8.30,113.00,7.30,1.00,2.00,0.02,0.00,0.00,8.00,2.00,29.00,3.00,0.10,9.70,29.60,0.03,0.18,0.20,0.02,3.30,0.00,2.90
Mirs Bay,MM1,10/8/2018,1,Surface Water,1.30,0.02,4.10,81.00,5.10,2.00,9.00,0.00,0.00,0.01,8.00,1.50,31.50,3.00,0.05,9.80,30.10,0.03,0.72,0.72,0.02,0.80,0.00,2.30
Mirs Bay,MM1,27/9/2018,1,Surface Water,1.00,0.01,1.90,97.00,6.30,1.00,1.00,0.01,0.00,0.01,8.10,0.30,29.50,3.00,0.59,1.00,29.10,0.03,0.35,0.36,0.02,0.50,0.00,1.00
Mirs Bay,MM1,24/10/2018,1,Surface Water,1.10,0.02,6.80,97.00,6.60,1.00,1.00,0.06,0.03,0.01,8.00,2.30,31.70,3.00,1.20,2.70,26.00,0.11,0.38,0.47,0.02,1.00,0.00,1.30
Mirs Bay,MM1,16/11/2018,1,Surface Water,1.50,0.02,7.90,72.00,4.90,1.00,4.00,0.00,0.00,0.01,7.90,2.70,32.20,2.00,0.44,10.00,24.90,0.02,0.27,0.27,0.02,1.80,0.00,2.10
Mirs Bay,MM1,13/12/2018,1,Surface Water,0.40,0.03,1.50,80.00,5.90,1.00,1.00,0.04,0.01,0.01,7.80,1.50,32.50,2.50,0.71,12.00,21.00,0.08,0.13,0.18,0.02,3.10,0.00,2.00
Mirs Bay,MM1,21/1/2019,1,Surface Water,0.70,0.01,3.40,93.00,7.20,7.00,9.00,0.11,0.01,0.01,7.90,0.90,32.20,2.60,1.30,3.50,18.60,0.13,0.38,0.50,0.04,1.70,0.00,0.80
Mirs Bay,MM1,18/2/2019,1,Surface Water,0.90,0.04,5.30,96.00,7.30,1.00,9.00,0.03,0.00,0.00,8.00,1.30,31.80,2.50,0.90,7.50,20.00,0.07,0.42,0.45,0.02,1.90,0.00,2.50
Mirs Bay,MM1,13/3/2019,1,Surface Water,0.40,0.05,3.50,86.00,6.30,31.00,67.00,0.06,0.00,0.01,8.20,1.40,31.30,2.30,0.83,2.50,21.40,0.11,0.32,0.38,0.02,3.20,0.00,1.00
Mirs Bay,MM1,12/4/2019,1,Surface Water,1.20,0.05,2.90,105.00,7.30,18.00,60.00,0.07,0.00,0.01,8.20,0.80,31.60,2.80,0.51,8.90,24.10,0.12,0.27,0.35,0.02,1.40,0.00,2.90
Mirs Bay,MM1,22/5/2019,1,Surface Water,1.00,0.02,3.40,99.00,6.60,9.00,29.00,0.03,0.01,0.00,8.20,2.80,31.70,3.00,0.05,1.80,26.90,0.05,0.36,0.40,0.02,0.60,0.00,0.90
Mirs Bay,MM1,27/6/2019,1,Surface Water,1.00,0.02,2.50,96.00,6.20,1.00,9.00,0.01,0.00,0.00,7.80,0.20,30.00,1.90,0.70,1.40,29.10,0.02,0.38,0.39,0.02,0.70,0.00,0.90
Mirs Bay,MM1,18/7/2019,1,Surface Water,1.80,0.02,2.50,100.00,6.30,1.00,1.00,0.00,0.00,0.00,8.30,0.80,31.70,2.90,1.00,8.10,30.20,0.02,0.10,0.10,0.02,2.30,0.00,2.80
Mirs Bay,MM1,14/8/2019,1,Surface Water,0.90,0.04,5.30,60.00,3.90,1.00,7.00,0.00,0.01,0.00,8.20,0.80,31.80,2.80,0.17,6.80,28.90,0.06,0.15,0.16,0.02,2.00,0.00,1.30
Mirs Bay,MM1,18/9/2019,1,Surface Water,2.00,0.06,4.60,109.00,6.90,150.00,620.00,0.00,0.00,0.00,8.30,1.70,29.90,1.90,1.40,8.20,31.30,0.06,0.57,0.57,0.03,1.10,0.01,2.60
Mirs Bay,MM1,10/10/2019,1,Surface Water,1.50,0.01,5.70,97.00,6.10,2.00,2.00,0.00,0.00,0.00,8.00,0.20,31.90,2.20,0.05,11.00,30.30,0.01,0.42,0.42,0.03,2.60,0.00,3.20
Mirs Bay,MM1,15/11/2019,1,Surface Water,0.60,0.04,2.20,90.00,6.20,4.00,8.00,0.02,0.01,0.00,8.00,1.20,32.70,2.60,1.20,9.60,25.50,0.07,0.39,0.42,0.03,2.50,0.00,1.60
Mirs Bay,MM1,12/12/2019,1,Surface Water,0.80,0.02,5.50,82.00,6.10,51.00,120.00,0.00,0.00,0.01,8.30,1.90,33.20,2.70,0.17,4.30,19.70,0.02,0.62,0.62,0.02,5.20,0.00,1.20
Mirs Bay,MM13,16/1/2015,1,Surface Water,0.20,0.01,0.20,96.00,7.80,1.00,1.00,0.13,0.02,0.01,8.10,1.80,31.60,3.00,0.98,1.60,16.30,0.16,0.23,0.38,0.02,1.30,0.00,0.60
Mirs Bay,MM13,12/2/2015,1,Surface Water,0.80,0.01,1.10,100.00,8.00,1.00,2.00,0.04,0.01,0.01,7.90,0.20,32.00,5.40,0.44,7.70,16.60,0.07,0.17,0.22,0.02,1.30,0.00,1.50
Mirs Bay,MM13,16/3/2015,1,Surface Water,0.10,0.01,0.70,93.00,6.70,1.00,1.00,0.00,0.00,0.01,7.90,0.20,34.70,5.00,0.12,8.30,21.60,0.02,0.21,0.22,0.02,0.80,0.00,2.10
Mirs Bay,MM13,16/4/2015,1,Surface Water,0.60,0.02,0.70,99.00,7.10,1.00,1.00,0.00,0.00,0.01,7.90,0.30,33.70,4.20,0.29,2.10,22.60,0.02,0.13,0.14,0.02,0.80,0.00,0.50
